Nombre	Fecha	Hora	 N Modulo	Pmp	Vmp	Imp	Isc	Voc	FF	Sensor  1 T	Sensor  2 T	Sensor  3 T	Sensor  4 T	Sensor  5 B	Sensor  6 B	Sensor  7 B	Sensor  8 B	Sensor  9 AI	Sensor  10 AI	Sensor  11 AI	Sensor  12 AI	
RR2000	04/03/2023	14:39:56	 2,000	 122,8	 13,26	 9,257	 10,32	 20,16	 0,5903	 0,000	 47,92	 0,000	 0,000	 0,09996	 0,06917	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:40:11	 3,000	 122,6	 13,58	 9,033	 10,29	 20,09	 0,5928	 0,000	 0,000	 48,01	 0,000	 0,09996	 0,06925	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:40:26	 4,000	 142,1	 14,91	 9,531	 10,43	 20,37	 0,6689	 0,000	 0,000	 0,000	 49,34	 0,09996	 0,06937	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:40:41	 1,000	 116,9	 14,06	 8,313	 10,11	 20,19	 0,5724	 44,96	 0,000	 0,000	 0,000	 0,09996	 0,06920	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:40:56	 2,000	 122,6	 13,26	 9,249	 10,36	 20,14	 0,5878	 0,000	 47,22	 0,000	 0,000	 0,09996	 0,06925	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:41:11	 3,000	 122,3	 13,56	 9,018	 10,29	 20,07	 0,5920	 0,000	 0,000	 47,03	 0,000	 0,09996	 0,06931	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:41:26	 4,000	 141,5	 14,89	 9,500	 10,43	 20,33	 0,6675	 0,000	 0,000	 0,000	 49,97	 0,09996	 0,06918	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:41:41	 1,000	 116,3	 14,02	 8,292	 10,10	 20,14	 0,5716	 46,75	 0,000	 0,000	 0,000	 0,09996	 0,06917	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:41:56	 2,000	 122,1	 13,22	 9,237	 10,36	 20,08	 0,5872	 0,000	 48,96	 0,000	 0,000	 0,09996	 0,06935	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:42:11	 3,000	 121,6	 13,53	 8,987	 10,30	 20,02	 0,5896	 0,000	 0,000	 49,19	 0,000	 0,09996	 0,06944	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:42:26	 4,000	 141,1	 14,87	 9,484	 10,41	 20,28	 0,6681	 0,000	 0,000	 0,000	 50,98	 0,09996	 0,06920	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:42:41	 1,000	 115,9	 14,00	 8,279	 10,14	 20,10	 0,5686	 46,76	 0,000	 0,000	 0,000	 0,09996	 0,06934	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:42:56	 2,000	 121,8	 13,24	 9,199	 10,35	 20,05	 0,5864	 0,000	 48,25	 0,000	 0,000	 0,09996	 0,06928	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:43:11	 3,000	 121,4	 13,50	 8,993	 10,34	 20,00	 0,5868	 0,000	 0,000	 49,00	 0,000	 0,09996	 0,06914	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:43:26	 4,000	 141,1	 14,89	 9,473	 10,42	 20,29	 0,6671	 0,000	 0,000	 0,000	 49,96	 0,09996	 0,06940	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:43:41	 1,000	 115,9	 14,01	 8,276	 10,12	 20,10	 0,5697	 45,30	 0,000	 0,000	 0,000	 0,09996	 0,06929	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:43:56	 2,000	 122,1	 13,22	 9,234	 10,40	 20,08	 0,5847	 0,000	 47,50	 0,000	 0,000	 0,09996	 0,06946	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:44:11	 3,000	 122,0	 13,55	 9,006	 10,34	 20,05	 0,5884	 0,000	 0,000	 47,59	 0,000	 0,09996	 0,06944	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:44:26	 4,000	 142,0	 14,97	 9,485	 10,43	 20,35	 0,6690	 0,000	 0,000	 0,000	 48,65	 0,09996	 0,06950	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:44:41	 1,000	 116,3	 14,03	 8,291	 10,17	 20,14	 0,5679	 45,43	 0,000	 0,000	 0,000	 0,09996	 0,06948	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:44:56	 2,000	 122,5	 13,24	 9,253	 10,35	 20,11	 0,5885	 0,000	 46,95	 0,000	 0,000	 0,09996	 0,06932	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:45:11	 3,000	 122,2	 13,53	 9,037	 10,35	 20,07	 0,5886	 0,000	 0,000	 47,53	 0,000	 0,09996	 0,06937	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:45:26	 4,000	 142,0	 14,91	 9,521	 10,43	 20,36	 0,6685	 0,000	 0,000	 0,000	 49,19	 0,09996	 0,06936	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:45:41	 1,000	 116,7	 14,05	 8,306	 10,14	 20,17	 0,5708	 44,43	 0,000	 0,000	 0,000	 0,09996	 0,06921	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:45:56	 2,000	 122,5	 13,26	 9,238	 10,35	 20,13	 0,5880	 0,000	 47,11	 0,000	 0,000	 0,09996	 0,06936	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:46:11	 3,000	 122,2	 13,53	 9,033	 10,32	 20,08	 0,5894	 0,000	 0,000	 46,68	 0,000	 0,09996	 0,06927	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:46:26	 4,000	 142,1	 14,92	 9,523	 10,39	 20,39	 0,6704	 0,000	 0,000	 0,000	 48,53	 0,09996	 0,06910	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:46:41	 1,000	 116,6	 14,05	 8,300	 10,08	 20,19	 0,5728	 45,04	 0,000	 0,000	 0,000	 0,09996	 0,06904	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:46:56	 2,000	 122,6	 13,33	 9,193	 10,33	 20,14	 0,5889	 0,000	 47,11	 0,000	 0,000	 0,09996	 0,06899	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:47:11	 3,000	 122,2	 13,52	 9,035	 10,23	 20,09	 0,5944	 0,000	 0,000	 47,15	 0,000	 0,09996	 0,06892	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:47:26	 4,000	 142,1	 14,94	 9,507	 10,38	 20,40	 0,6706	 0,000	 0,000	 0,000	 48,13	 0,09996	 0,06895	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:47:41	 1,000	 116,3	 14,03	 8,290	 10,10	 20,16	 0,5711	 45,98	 0,000	 0,000	 0,000	 0,09996	 0,06903	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:47:56	 2,000	 122,0	 13,23	 9,221	 10,30	 20,11	 0,5886	 0,000	 48,43	 0,000	 0,000	 0,09996	 0,06896	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:48:11	 3,000	 121,7	 13,52	 9,006	 10,28	 20,06	 0,5904	 0,000	 0,000	 48,14	 0,000	 0,09996	 0,06904	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:48:26	 4,000	 141,4	 14,89	 9,496	 10,37	 20,37	 0,6695	 0,000	 0,000	 0,000	 49,09	 0,09996	 0,06886	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:48:41	 1,000	 115,8	 14,00	 8,273	 10,10	 20,13	 0,5693	 46,13	 0,000	 0,000	 0,000	 0,09996	 0,06885	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:48:56	 2,000	 121,4	 13,25	 9,165	 10,29	 20,06	 0,5880	 0,000	 49,48	 0,000	 0,000	 0,09996	 0,06881	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:49:11	 3,000	 121,0	 13,48	 8,977	 10,25	 20,00	 0,5899	 0,000	 0,000	 49,75	 0,000	 0,09996	 0,06888	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:49:26	 4,000	 140,7	 14,91	 9,436	 10,36	 20,31	 0,6687	 0,000	 0,000	 0,000	 49,88	 0,09996	 0,06878	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:49:41	 1,000	 115,2	 13,96	 8,249	 10,07	 20,08	 0,5699	 47,06	 0,000	 0,000	 0,000	 0,09996	 0,06887	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:49:56	 2,000	 120,8	 13,16	 9,179	 10,28	 20,02	 0,5871	 0,000	 49,68	 0,000	 0,000	 0,09996	 0,06882	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:50:11	 3,000	 120,5	 13,44	 8,971	 10,24	 19,97	 0,5893	 0,000	 0,000	 49,90	 0,000	 0,09996	 0,06875	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:50:26	 4,000	 140,2	 14,85	 9,442	 10,34	 20,28	 0,6687	 0,000	 0,000	 0,000	 50,63	 0,09996	 0,06892	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:50:41	 1,000	 114,8	 13,94	 8,231	 10,05	 20,04	 0,5697	 47,81	 0,000	 0,000	 0,000	 0,09996	 0,06892	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:50:56	 2,000	 120,6	 13,18	 9,151	 10,32	 20,00	 0,5841	 0,000	 49,69	 0,000	 0,000	 0,09996	 0,06895	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:51:11	 3,000	 120,5	 13,41	 8,986	 10,28	 19,97	 0,5875	 0,000	 0,000	 49,97	 0,000	 0,09996	 0,06894	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:51:26	 4,000	 140,2	 14,85	 9,443	 10,36	 20,28	 0,6674	 0,000	 0,000	 0,000	 50,37	 0,09996	 0,06880	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:51:41	 1,000	 114,8	 13,95	 8,230	 10,03	 20,04	 0,5712	 46,61	 0,000	 0,000	 0,000	 0,09996	 0,06883	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:51:56	 2,000	 120,7	 13,22	 9,133	 10,31	 20,02	 0,5849	 0,000	 49,20	 0,000	 0,000	 0,09996	 0,06880	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:52:11	 3,000	 120,7	 13,44	 8,985	 10,23	 19,99	 0,5907	 0,000	 0,000	 49,11	 0,000	 0,09996	 0,06869	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:52:26	 4,000	 140,5	 14,87	 9,453	 10,35	 20,31	 0,6688	 0,000	 0,000	 0,000	 50,17	 0,09996	 0,06882	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:52:41	 1,000	 114,7	 13,95	 8,229	 10,05	 20,04	 0,5695	 47,20	 0,000	 0,000	 0,000	 0,09996	 0,06882	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:52:56	 2,000	 120,5	 13,20	 9,128	 10,29	 20,01	 0,5854	 0,000	 49,73	 0,000	 0,000	 0,09996	 0,06870	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:53:11	 3,000	 120,3	 13,42	 8,964	 10,26	 19,95	 0,5876	 0,000	 0,000	 49,56	 0,000	 0,09996	 0,06883	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:53:26	 4,000	 140,1	 14,84	 9,440	 10,35	 20,27	 0,6676	 0,000	 0,000	 0,000	 51,19	 0,09996	 0,06874	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:53:41	 1,000	 114,4	 13,93	 8,214	 10,05	 20,01	 0,5689	 48,09	 0,000	 0,000	 0,000	 0,09996	 0,06884	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:53:56	 2,000	 120,3	 13,21	 9,101	 10,30	 19,97	 0,5848	 0,000	 50,52	 0,000	 0,000	 0,09996	 0,06896	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:54:11	 3,000	 119,8	 13,43	 8,917	 10,26	 19,91	 0,5861	 0,000	 0,000	 50,66	 0,000	 0,09996	 0,06882	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:54:26	 4,000	 139,7	 14,82	 9,431	 10,35	 20,25	 0,6667	 0,000	 0,000	 0,000	 51,17	 0,09996	 0,06874	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:54:41	 1,000	 114,1	 13,92	 8,201	 10,08	 19,99	 0,5667	 48,15	 0,000	 0,000	 0,000	 0,09996	 0,06876	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:54:56	 2,000	 119,9	 13,14	 9,120	 10,28	 19,95	 0,5844	 0,000	 50,61	 0,000	 0,000	 0,09996	 0,06866	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:55:11	 3,000	 119,5	 13,37	 8,938	 10,26	 19,90	 0,5856	 0,000	 0,000	 51,17	 0,000	 0,09996	 0,06866	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:55:26	 4,000	 139,4	 14,86	 9,379	 10,35	 20,21	 0,6661	 0,000	 0,000	 0,000	 52,12	 0,09996	 0,06873	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:55:41	 1,000	 113,6	 13,89	 8,179	 10,07	 19,95	 0,5655	 48,97	 0,000	 0,000	 0,000	 0,09996	 0,06871	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:55:56	 2,000	 119,6	 13,14	 9,101	 10,33	 19,92	 0,5809	 0,000	 51,08	 0,000	 0,000	 0,09996	 0,06885	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:56:11	 3,000	 119,4	 13,37	 8,935	 10,30	 19,88	 0,5833	 0,000	 0,000	 51,10	 0,000	 0,09996	 0,06881	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:56:26	 4,000	 139,2	 14,82	 9,397	 10,37	 20,19	 0,6654	 0,000	 0,000	 0,000	 52,03	 0,09996	 0,06887	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:56:41	 1,000	 113,4	 13,88	 8,171	 10,08	 19,91	 0,5651	 49,87	 0,000	 0,000	 0,000	 0,09996	 0,06889	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:56:56	 2,000	 119,4	 13,16	 9,074	 10,30	 19,90	 0,5825	 0,000	 50,99	 0,000	 0,000	 0,09996	 0,06875	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:57:11	 3,000	 119,2	 13,34	 8,933	 10,27	 19,86	 0,5841	 0,000	 0,000	 50,69	 0,000	 0,09996	 0,06877	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:57:26	 4,000	 139,0	 14,80	 9,394	 10,38	 20,16	 0,6643	 0,000	 0,000	 0,000	 52,83	 0,09996	 0,06881	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:57:41	 1,000	 113,1	 13,87	 8,157	 10,08	 19,89	 0,5640	 50,03	 0,000	 0,000	 0,000	 0,09996	 0,06884	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:57:56	 2,000	 119,2	 13,17	 9,049	 10,34	 19,87	 0,5800	 0,000	 51,88	 0,000	 0,000	 0,09996	 0,06875	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:58:11	 3,000	 118,9	 12,86	 9,245	 10,27	 19,83	 0,5835	 0,000	 0,000	 51,95	 0,000	 0,09996	 0,06894	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:58:26	 4,000	 138,6	 14,77	 9,387	 10,38	 20,13	 0,6635	 0,000	 0,000	 0,000	 53,32	 0,09996	 0,06892	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:58:41	 1,000	 112,8	 13,85	 8,144	 10,09	 19,86	 0,5632	 50,18	 0,000	 0,000	 0,000	 0,09996	 0,06895	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:58:56	 2,000	 118,7	 13,11	 9,055	 10,36	 19,83	 0,5777	 0,000	 52,45	 0,000	 0,000	 0,09996	 0,06895	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	14:59:11	 3,000	 118,7	 12,88	 9,217	 10,33	 19,80	 0,5803	 0,000	 0,000	 52,62	 0,000	 0,09996	 0,06896	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	14:59:26	 4,000	 138,2	 14,79	 9,346	 10,37	 20,09	 0,6634	 0,000	 0,000	 0,000	 54,36	 0,09996	 0,06893	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	14:59:41	 1,000	 112,7	 13,85	 8,139	 10,08	 19,86	 0,5632	 49,44	 0,000	 0,000	 0,000	 0,09996	 0,06891	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	14:59:56	 2,000	 118,6	 13,18	 9,003	 10,37	 19,83	 0,5768	 0,000	 50,21	 0,000	 0,000	 0,09996	 0,06888	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	15:00:11	 3,000	 118,6	 12,89	 9,200	 10,30	 19,79	 0,5819	 0,000	 0,000	 51,73	 0,000	 0,09996	 0,06893	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	15:00:26	 4,000	 138,0	 14,78	 9,335	 10,39	 20,07	 0,6618	 0,000	 0,000	 0,000	 54,91	 0,09996	 0,06891	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	15:00:41	 1,000	 112,2	 13,83	 8,118	 10,07	 19,82	 0,5621	 50,83	 0,000	 0,000	 0,000	 0,09996	 0,06889	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	15:00:56	 2,000	 118,1	 13,10	 9,020	 10,35	 19,80	 0,5765	 0,000	 52,82	 0,000	 0,000	 0,09996	 0,06879	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	15:01:11	 3,000	 118,2	 12,88	 9,177	 10,29	 19,77	 0,5808	 0,000	 0,000	 52,17	 0,000	 0,09996	 0,06873	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	15:01:26	 4,000	 137,6	 14,74	 9,337	 10,38	 20,05	 0,6612	 0,000	 0,000	 0,000	 54,93	 0,09996	 0,06885	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	15:01:41	 1,000	 113,1	 13,87	 8,153	 10,04	 19,89	 0,5663	 47,03	 0,000	 0,000	 0,000	 0,09996	 0,06886	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	15:01:56	 2,000	 119,1	 13,17	 9,041	 10,35	 19,88	 0,5787	 0,000	 47,09	 0,000	 0,000	 0,09996	 0,06885	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	15:02:11	 3,000	 119,2	 12,92	 9,227	 10,34	 19,86	 0,5805	 0,000	 0,000	 48,57	 0,000	 0,09996	 0,06883	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	15:02:26	 4,000	 138,3	 14,77	 9,365	 10,38	 20,11	 0,6623	 0,000	 0,000	 0,000	 53,05	 0,09996	 0,06890	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	15:02:41	 1,000	 113,1	 13,87	 8,153	 10,10	 19,89	 0,5626	 49,26	 0,000	 0,000	 0,000	 0,09996	 0,06880	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	15:02:56	 2,000	 119,3	 13,15	 9,078	 10,37	 19,89	 0,5786	 0,000	 47,89	 0,000	 0,000	 0,09996	 0,06889	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	15:03:11	 3,000	 119,2	 12,91	 9,235	 10,28	 19,86	 0,5838	 0,000	 0,000	 48,92	 0,000	 0,09996	 0,06875	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	15:03:26	 4,000	 138,2	 14,77	 9,360	 10,38	 20,10	 0,6628	 0,000	 0,000	 0,000	 53,74	 0,09996	 0,06883	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	15:03:41	 1,000	 113,3	 13,88	 8,164	 10,09	 19,91	 0,5642	 48,47	 0,000	 0,000	 0,000	 0,09996	 0,06888	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	15:03:56	 2,000	 119,2	 13,12	 9,089	 10,34	 19,88	 0,5798	 0,000	 49,96	 0,000	 0,000	 0,09996	 0,06882	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	15:04:11	 3,000	 119,1	 12,92	 9,215	 10,25	 19,86	 0,5849	 0,000	 0,000	 50,00	 0,000	 0,09996	 0,06879	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	15:04:26	 4,000	 138,2	 14,77	 9,357	 10,35	 20,11	 0,6639	 0,000	 0,000	 0,000	 53,72	 0,09996	 0,06874	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	15:04:41	 1,000	 113,4	 13,89	 8,166	 10,09	 19,93	 0,5638	 47,06	 0,000	 0,000	 0,000	 0,09996	 0,06871	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	15:04:56	 2,000	 119,2	 13,11	 9,099	 10,32	 19,90	 0,5808	 0,000	 50,50	 0,000	 0,000	 0,09996	 0,06869	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	15:05:11	 3,000	 119,1	 12,93	 9,211	 10,25	 19,87	 0,5848	 0,000	 0,000	 49,44	 0,000	 0,09996	 0,06856	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	15:05:26	 4,000	 138,1	 14,76	 9,359	 10,35	 20,12	 0,6633	 0,000	 0,000	 0,000	 53,00	 0,09996	 0,06864	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	15:05:41	 1,000	 113,3	 13,89	 8,159	 10,07	 19,92	 0,5648	 48,28	 0,000	 0,000	 0,000	 0,09996	 0,06876	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	15:05:56	 2,000	 119,2	 13,13	 9,083	 10,29	 19,90	 0,5824	 0,000	 50,30	 0,000	 0,000	 0,09996	 0,06866	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	15:06:11	 3,000	 119,3	 12,95	 9,217	 10,26	 19,88	 0,5853	 0,000	 0,000	 49,21	 0,000	 0,09996	 0,06868	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	15:06:26	 4,000	 138,1	 14,78	 9,346	 10,35	 20,12	 0,6632	 0,000	 0,000	 0,000	 53,09	 0,09996	 0,06851	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	15:06:41	 1,000	 113,5	 13,90	 8,167	 10,08	 19,96	 0,5644	 47,09	 0,000	 0,000	 0,000	 0,09996	 0,06853	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	15:06:56	 2,000	 119,5	 13,10	 9,127	 10,29	 19,94	 0,5829	 0,000	 48,59	 0,000	 0,000	 0,09996	 0,06847	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	15:07:11	 3,000	 119,8	 13,45	 8,906	 10,27	 19,93	 0,5851	 0,000	 0,000	 47,16	 0,000	 0,09996	 0,06849	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	15:07:26	 4,000	 138,4	 14,76	 9,379	 10,32	 20,16	 0,6654	 0,000	 0,000	 0,000	 52,34	 0,09996	 0,06849	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	15:07:41	 1,000	 114,0	 13,93	 8,186	 10,06	 20,01	 0,5664	 46,18	 0,000	 0,000	 0,000	 0,09996	 0,06848	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	15:07:56	 2,000	 119,8	 13,14	 9,122	 10,24	 19,97	 0,5860	 0,000	 48,52	 0,000	 0,000	 0,09996	 0,06840	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	15:08:11	 3,000	 119,3	 13,01	 9,174	 10,19	 19,91	 0,5880	 0,000	 0,000	 49,93	 0,000	 0,09996	 0,06826	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	15:08:26	 4,000	 138,1	 14,76	 9,352	 10,31	 20,14	 0,6651	 0,000	 0,000	 0,000	 52,97	 0,09996	 0,06835	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
